(title "Pressure Coefficient vs. X-Coordinate")
(labels "X-Coordinate" "Pressure Coefficient")

((xy/key/label "wing")
0.988579	224.836
0.964117	132.33
0.964117	132.374
0.988579	224.892
0.933785	43.4612
0.933785	43.4904
0.903435	-34.8617
0.903435	-34.8424
0.862592	-112.46
0.862592	-112.447
0.821721	-186.855
0.821721	-186.847
0.780825	-256.816
0.780825	-256.811
0.739905	-324.802
0.739905	-324.799
0.698963	-392.678
0.698963	-392.676
0.657997	-461.927
0.657997	-461.925
0.617009	-533.774
0.617009	-533.773
0.575999	-609.366
0.575999	-609.366
0.534965	-689.899
0.534965	-689.899
0.493908	-776.662
0.493908	-776.661
0.452828	-871.171
0.452828	-871.171
0.411726	-975.231
0.411726	-975.231
0.370603	-1091.25
0.370603	-1091.25
0.329465	-1222.52
0.329465	-1222.52
0.288319	-1373.86
0.288319	-1373.86
0.247178	-1552.69
0.247178	-1552.69
0.206065	-1771.84
0.206065	-1771.84
0.165018	-2056.63
0.165018	-2056.63
0.124114	-2467.69
0.124114	-2467.69
0.0835147	-3055.7
0.0835147	-3055.7
0.0548877	-3759.91
0.0548877	-3759.91
0.0377747	-4507.39
0.0377747	-4507.39
0.0263445	-5305.12
0.0263445	-5305.12
0.018219	-6094.82
0.018219	-6094.82
0.0131826	-6790.03
0.0131826	-6790.03
0.00985059	-7387.82
0.00985059	-7387.82
0.00741153	-7892.84
0.00741153	-7892.84
0.00551096	-8304.16
0.00551096	-8304.16
0.00398354	-8611.26
0.00398354	-8611.25
0.00274527	-8789.18
0.00274527	-8789.18
0.00175285	-8804.46
0.00175285	-8804.46
0.000986019	-8610.1
0.000986019	-8610.1
0.0004384	-8181.79
0.0004384	-8181.79
0.000109511	-7529.23
0.000109511	-7529.23
0	-6705.17
0	-6705.17
0.000109511	-5770.98
0.000109511	-5770.98
0.0004384	-4775.84
0.0004384	-4775.84
0.000986019	-3784.39
0.000986019	-3784.39
0.00175285	-2850.15
0.00175285	-2850.15
0.00274527	-2002.46
0.00274527	-2002.46
0.00398354	-1257.14
0.00398354	-1257.14
0.00551096	-621.736
0.00551096	-621.735
0.00741153	-89.6927
0.00741153	-89.6922
0.00985059	349.126
0.00985059	349.126
0.0131826	704.593
0.0131826	704.593
0.018219	968.302
0.018219	968.302
0.0263445	1120.23
0.0263445	1120.23
0.0377747	1158.66
0.0377747	1158.66
0.0548877	1096.16
0.0548877	1096.16
0.0835147	963.444
0.0835147	963.444
0.124114	809.479
0.124114	809.479
0.165018	678.307
0.165018	678.307
0.206065	580.972
0.206065	580.972
0.247178	506.597
0.247178	506.597
0.288319	448.474
0.288319	448.474
0.329465	402.282
0.329465	402.282
0.370603	365.09
0.370603	365.09
0.411726	334.805
0.411726	334.805
0.452828	309.907
0.452828	309.907
0.493908	289.258
0.493908	289.257
0.534965	272.003
0.534965	272.002
0.575999	257.522
0.575999	257.522
0.617009	245.37
0.617009	245.369
0.657997	235.26
0.657997	235.259
0.698963	227.057
0.698963	227.055
0.739905	220.858
0.739905	220.854
0.780825	216.731
0.780825	216.726
0.821721	214.997
0.821721	214.987
0.862592	217.125
0.862592	217.104
0.903435	224.524
0.903435	224.481
0.933785	237.896
0.933785	237.82
0.964117	261.188
0.964117	261.051
0.988579	288.812
0.988579	288.924
0.988579	224.836
0.964117	132.33
0.933785	43.4612
0.903435	-34.8617
0.862592	-112.46
0.821721	-186.855
0.780825	-256.816
0.739905	-324.802
0.698963	-392.678
0.657997	-461.927
0.617009	-533.774
0.575999	-609.366
0.534965	-689.899
0.493908	-776.662
0.452828	-871.171
0.411726	-975.231
0.370603	-1091.25
0.329465	-1222.52
0.288319	-1373.86
0.247178	-1552.69
0.206065	-1771.84
0.165018	-2056.63
0.124114	-2467.69
0.0835147	-3055.7
0.0548877	-3759.91
0.0377747	-4507.39
0.0263445	-5305.12
0.018219	-6094.82
0.0131826	-6790.03
0.00985059	-7387.82
0.00741153	-7892.84
0.00551096	-8304.16
0.00398354	-8611.26
0.00274527	-8789.18
0.00175285	-8804.46
0.000986019	-8610.1
0.0004384	-8181.79
0.000109511	-7529.23
0	-6705.17
0.000109511	-5770.98
0.0004384	-4775.84
0.000986019	-3784.39
0.00175285	-2850.15
0.00274527	-2002.46
0.00398354	-1257.14
0.00551096	-621.736
0.00741153	-89.6927
0.00985059	349.126
0.0131826	704.593
0.018219	968.302
0.0263445	1120.23
0.0377747	1158.66
0.0548877	1096.16
0.0835147	963.444
0.124114	809.479
0.165018	678.307
0.206065	580.972
0.247178	506.597
0.288319	448.474
0.329465	402.282
0.370603	365.09
0.411726	334.805
0.452828	309.907
0.493908	289.258
0.534965	272.003
0.575999	257.522
0.617009	245.37
0.657997	235.26
0.698963	227.057
0.739905	220.858
0.780825	216.731
0.821721	214.997
0.862592	217.125
0.903435	224.524
0.933785	237.896
0.964117	261.188
0.988579	288.812
0.988579	224.892
0.964117	132.374
0.933785	43.4904
0.903435	-34.8424
0.862592	-112.447
0.821721	-186.847
0.780825	-256.811
0.739905	-324.799
0.698963	-392.676
0.657997	-461.925
0.617009	-533.773
0.575999	-609.366
0.534965	-689.899
0.493908	-776.661
0.452828	-871.171
0.411726	-975.231
0.370603	-1091.25
0.329465	-1222.52
0.288319	-1373.86
0.247178	-1552.69
0.206065	-1771.84
0.165018	-2056.63
0.124114	-2467.69
0.0835147	-3055.7
0.0548877	-3759.91
0.0377747	-4507.39
0.0263445	-5305.12
0.018219	-6094.82
0.0131826	-6790.03
0.00985059	-7387.82
0.00741153	-7892.84
0.00551096	-8304.16
0.00398354	-8611.25
0.00274527	-8789.18
0.00175285	-8804.46
0.000986019	-8610.1
0.0004384	-8181.79
0.000109511	-7529.23
0	-6705.17
0.000109511	-5770.98
0.0004384	-4775.84
0.000986019	-3784.39
0.00175285	-2850.15
0.00274527	-2002.46
0.00398354	-1257.14
0.00551096	-621.735
0.00741153	-89.6922
0.00985059	349.126
0.0131826	704.593
0.018219	968.302
0.0263445	1120.23
0.0377747	1158.66
0.0548877	1096.16
0.0835147	963.444
0.124114	809.479
0.165018	678.307
0.206065	580.972
0.247178	506.597
0.288319	448.474
0.329465	402.282
0.370603	365.09
0.411726	334.805
0.452828	309.907
0.493908	289.257
0.534965	272.002
0.575999	257.522
0.617009	245.369
0.657997	235.259
0.698963	227.055
0.739905	220.854
0.780825	216.726
0.821721	214.987
0.862592	217.104
0.903435	224.481
0.933785	237.82
0.964117	261.051
0.988579	288.924
)
